Effective Timestamp,UBR L6 Name,Credit Amount,Debit Amount,Net Amount
2026-04-29 21:00:00,Corporate Cash Management,75270.23,74809.52,460.70999999999185
2026-04-29 22:00:00,Corporate Cash Management,90174.27,140732.49,-50558.21999999999
2026-04-29 23:00:00,Corporate Cash Management,89370.55,69628.44,19742.11
2026-04-30 00:00:00,Corporate Cash Management,113928.84,54178.27,59750.57
2026-04-30 01:00:00,Corporate Cash Management,90600.26,126617.25,-36016.990000000005
2026-04-30 02:00:00,Corporate Cash Management,118396.85,75359.96,43036.89
2026-04-30 03:00:00,Corporate Cash Management,102251.0,92665.33,9585.669999999998
2026-04-30 04:00:00,Corporate Cash Management,73422.44,69554.29,3868.1500000000087
2026-04-30 05:00:00,Corporate Cash Management,78712.41,162505.28,-83792.87
2026-04-30 06:00:00,Corporate Cash Management,135672.7,141920.08,-6247.379999999976
2026-04-30 07:00:00,Corporate Cash Management,126400.72,132482.18,-6081.459999999992
2026-04-30 08:00:00,Corporate Cash Management,114276.29,92010.17,22266.119999999995
2026-04-30 09:00:00,Corporate Cash Management,118092.92,115006.02,3086.899999999994
2026-04-30 10:00:00,Corporate Cash Management,104468.01,88814.21,15653.799999999988
2026-04-30 11:00:00,Corporate Cash Management,101126.9,119147.24,-18020.34000000001
2026-04-30 12:00:00,Corporate Cash Management,94163.93,81220.39,12943.539999999994
2026-04-30 13:00:00,Corporate Cash Management,142400.91,133930.42,8470.48999999999
2026-04-30 14:00:00,Corporate Cash Management,88838.08,86053.75,2784.3300000000017
2026-04-30 15:00:00,Corporate Cash Management,243395.96,203364.93,40031.03
2026-04-30 16:00:00,Corporate Cash Management,717284.71,946828.89,-229544.18000000005
2026-04-30 17:00:00,Corporate Cash Management,1978130.56,2872419.75,-894289.19
2026-04-30 18:00:00,Corporate Cash Management,4453196.19,2484304.5,1968891.6900000004
2026-04-30 19:00:00,Corporate Cash Management,1282716.69,1201786.56,80930.12999999989
2026-04-30 20:00:00,Corporate Cash Management,217335.01,196680.0,20655.01000000001
2026-04-30 21:00:00,Corporate Cash Management,101754.31,117670.38,-15916.070000000007
2026-04-30 22:00:00,Corporate Cash Management,66314.17,131727.59,-65413.42
2026-04-30 23:00:00,Corporate Cash Management,381784.4,91762.66,290021.74
2026-05-01 00:00:00,Corporate Cash Management,64590.37,156709.19,-92118.82
2026-05-01 01:00:00,Corporate Cash Management,86381.47,119306.05,-32924.58
2026-05-01 02:00:00,Corporate Cash Management,110242.18,153602.61,-43360.42999999999
2026-05-01 03:00:00,Corporate Cash Management,104159.64,88633.5,15526.14
2026-05-01 04:00:00,Corporate Cash Management,138362.82,59408.95,78953.87000000001
2026-05-01 05:00:00,Corporate Cash Management,100111.33,75435.3,24676.03
2026-05-01 06:00:00,Corporate Cash Management,50047.82,77383.65,-27335.829999999994
2026-05-01 07:00:00,Corporate Cash Management,151451.62,70920.06,80531.56
2026-05-01 08:00:00,Corporate Cash Management,75371.27,51978.67,23392.600000000006
2026-05-01 09:00:00,Corporate Cash Management,96846.31,116276.54,-19430.229999999996
2026-05-01 10:00:00,Corporate Cash Management,95397.9,56531.89,38866.009999999995
2026-05-01 11:00:00,Corporate Cash Management,98772.99,113525.73,-14752.73999999999
2026-05-01 12:00:00,Corporate Cash Management,94124.95,155431.66,-61306.71000000001
2026-05-01 13:00:00,Corporate Cash Management,94665.84,74184.93,20480.910000000003
2026-05-01 14:00:00,Corporate Cash Management,71705.73,106386.94,-34681.21000000001
2026-05-01 15:00:00,Corporate Cash Management,437624.08,200771.35,236852.73
2026-05-01 16:00:00,Corporate Cash Management,1293878.44,1308346.78,-14468.340000000084
2026-05-01 17:00:00,Corporate Cash Management,2865668.64,2030818.68,834849.9600000002
2026-05-01 18:00:00,Corporate Cash Management,4483025.94,2648766.16,1834259.7800000003
2026-05-01 19:00:00,Corporate Cash Management,840972.79,1408169.2,-567196.4099999999
2026-05-01 20:00:00,Corporate Cash Management,284778.59,219117.29,65661.30000000002
2026-05-01 21:00:00,Corporate Cash Management,86850.52,64266.16,22584.36
2026-05-01 22:00:00,Corporate Cash Management,102978.2,122922.94,-19944.740000000005
2026-05-01 23:00:00,Corporate Cash Management,103412.07,65093.5,38318.57000000001
2026-05-02 00:00:00,Corporate Cash Management,1037.13,1835.78,-798.6499999999999
2026-05-02 01:00:00,Corporate Cash Management,1300.39,2082.25,-781.8599999999999
2026-05-02 02:00:00,Corporate Cash Management,2765.4,1854.75,910.6500000000001
2026-05-02 03:00:00,Corporate Cash Management,1746.36,3394.46,-1648.1000000000001
2026-05-02 04:00:00,Corporate Cash Management,3067.83,2162.45,905.3800000000001
2026-05-02 05:00:00,Corporate Cash Management,2580.82,1711.21,869.6100000000001
2026-05-02 06:00:00,Corporate Cash Management,1760.34,2092.69,-332.35000000000014
2026-05-02 07:00:00,Corporate Cash Management,1721.93,1897.0,-175.06999999999994
2026-05-02 08:00:00,Corporate Cash Management,2808.58,1820.08,988.5
2026-05-02 09:00:00,Corporate Cash Management,3146.63,1913.12,1233.5100000000002
2026-05-02 10:00:00,Corporate Cash Management,1731.39,1614.89,116.5
2026-05-02 11:00:00,Corporate Cash Management,2732.23,1898.4,833.8299999999999
2026-05-02 12:00:00,Corporate Cash Management,2406.3,1586.33,819.9700000000003
2026-05-02 13:00:00,Corporate Cash Management,2515.69,1121.95,1393.74
2026-05-02 14:00:00,Corporate Cash Management,2046.73,2568.23,-521.5
2026-05-02 15:00:00,Corporate Cash Management,3874.77,3851.41,23.360000000000127
2026-05-02 16:00:00,Corporate Cash Management,16893.41,22044.75,-5151.34
2026-05-02 17:00:00,Corporate Cash Management,40833.27,45271.08,-4437.810000000005
2026-05-02 18:00:00,Corporate Cash Management,91221.08,45614.01,45607.07
2026-05-02 19:00:00,Corporate Cash Management,22048.7,16411.47,5637.23
2026-05-02 20:00:00,Corporate Cash Management,3443.19,5623.06,-2179.8700000000003
2026-05-02 21:00:00,Corporate Cash Management,2563.99,2600.22,-36.23000000000002
2026-05-02 22:00:00,Corporate Cash Management,1652.34,1814.13,-161.7900000000002
2026-05-02 23:00:00,Corporate Cash Management,1580.66,1574.02,6.6400000000001
2026-05-03 00:00:00,Corporate Cash Management,3119.21,1178.83,1940.38
2026-05-03 01:00:00,Corporate Cash Management,1333.62,2196.02,-862.4000000000001
2026-05-03 02:00:00,Corporate Cash Management,1972.57,1519.9,452.66999999999985
2026-05-03 03:00:00,Corporate Cash Management,1604.56,1361.34,243.22000000000003
2026-05-03 04:00:00,Corporate Cash Management,1541.8,1813.22,-271.4200000000001
2026-05-03 05:00:00,Corporate Cash Management,1289.96,1655.75,-365.78999999999996
2026-05-03 06:00:00,Corporate Cash Management,1887.91,1231.55,656.3600000000001
2026-05-03 07:00:00,Corporate Cash Management,1494.96,1274.57,220.3900000000001
2026-05-03 08:00:00,Corporate Cash Management,2156.36,1958.0,198.36000000000013
2026-05-03 09:00:00,Corporate Cash Management,1838.27,1527.85,310.4200000000001
2026-05-03 10:00:00,Corporate Cash Management,1720.16,2044.9,-324.74
2026-05-03 11:00:00,Corporate Cash Management,1496.97,1867.16,-370.19000000000005
2026-05-03 12:00:00,Corporate Cash Management,2659.83,2338.9,320.92999999999984
2026-05-03 13:00:00,Corporate Cash Management,2238.56,1463.87,774.69
2026-05-03 14:00:00,Corporate Cash Management,1683.07,2046.94,-363.8700000000001
2026-05-03 15:00:00,Corporate Cash Management,3263.47,5203.7,-1940.23
2026-05-03 16:00:00,Corporate Cash Management,13715.41,18195.48,-4480.07
2026-05-03 17:00:00,Corporate Cash Management,75181.27,72571.68,2609.590000000011
2026-05-03 18:00:00,Corporate Cash Management,71012.58,36096.81,34915.770000000004
2026-05-03 19:00:00,Corporate Cash Management,28564.37,17279.01,11285.36
2026-05-03 20:00:00,Corporate Cash Management,4448.29,2897.59,1550.6999999999998
2026-05-03 21:00:00,Corporate Cash Management,2441.13,1606.73,834.4000000000001
2026-05-03 22:00:00,Corporate Cash Management,2407.79,1734.08,673.71
2026-05-03 23:00:00,Corporate Cash Management,1827.84,2215.93,-388.0899999999999
2026-05-04 00:00:00,Corporate Cash Management,85034.96,86572.92,-1537.9599999999919
2026-05-04 01:00:00,Corporate Cash Management,72859.18,77553.36,-4694.180000000008
2026-05-04 02:00:00,Corporate Cash Management,103455.0,61099.52,42355.48
2026-05-04 03:00:00,Corporate Cash Management,106954.44,66437.72,40516.72
2026-05-04 04:00:00,Corporate Cash Management,84012.52,97257.41,-13244.89
2026-05-04 05:00:00,Corporate Cash Management,86523.33,112187.7,-25664.369999999995
2026-05-04 06:00:00,Corporate Cash Management,88082.66,81044.97,7037.690000000002
2026-05-04 07:00:00,Corporate Cash Management,113342.0,121822.28,-8480.279999999999
2026-05-04 08:00:00,Corporate Cash Management,65957.99,70975.19,-5017.199999999997
2026-05-04 09:00:00,Corporate Cash Management,70547.49,81628.18,-11080.689999999988
2026-05-04 10:00:00,Corporate Cash Management,70892.4,83368.73,-12476.330000000002
2026-05-04 11:00:00,Corporate Cash Management,89609.97,131915.71,-42305.73999999999
2026-05-04 12:00:00,Corporate Cash Management,100627.72,93058.98,7568.740000000005
2026-05-04 13:00:00,Corporate Cash Management,71287.09,57485.69,13801.399999999994
2026-05-04 14:00:00,Corporate Cash Management,125239.95,122499.11,2740.8399999999965
2026-05-04 15:00:00,Corporate Cash Management,330391.05,351885.79,-21494.73999999999
2026-05-04 16:00:00,Corporate Cash Management,1219248.37,999560.27,219688.1000000001
2026-05-04 17:00:00,Corporate Cash Management,3745402.36,2187525.77,1557876.5899999999
2026-05-04 18:00:00,Corporate Cash Management,2250243.67,3397724.88,-1147481.21
2026-05-04 19:00:00,Corporate Cash Management,879805.21,1738567.53,-858762.3200000001
2026-05-04 20:00:00,Corporate Cash Management,260674.0,274241.12,-13567.119999999995
2026-05-04 21:00:00,Corporate Cash Management,98827.84,64356.54,34471.299999999996
2026-05-04 22:00:00,Corporate Cash Management,74487.33,108833.02,-34345.69
2026-05-04 23:00:00,Corporate Cash Management,132803.47,99570.96,33232.509999999995
2026-05-05 00:00:00,Corporate Cash Management,100212.91,70891.61,29321.300000000003
2026-05-05 01:00:00,Corporate Cash Management,110846.15,124215.02,-13368.87000000001
2026-05-05 02:00:00,Corporate Cash Management,78573.67,100423.62,-21849.949999999997
2026-05-05 03:00:00,Corporate Cash Management,141539.19,125029.45,16509.740000000005
2026-05-05 04:00:00,Corporate Cash Management,89444.4,405718.74,-316274.33999999997
2026-05-05 05:00:00,Corporate Cash Management,119984.63,99434.99,20549.64
2026-05-05 06:00:00,Corporate Cash Management,80390.22,71954.64,8435.580000000002
2026-05-05 07:00:00,Corporate Cash Management,97004.9,95748.64,1256.2599999999948
2026-05-05 08:00:00,Corporate Cash Management,106917.61,130205.77,-23288.160000000003
2026-05-05 09:00:00,Corporate Cash Management,153155.12,63004.44,90150.68
2026-05-05 10:00:00,Corporate Cash Management,83318.26,63915.34,19402.92
2026-05-05 11:00:00,Corporate Cash Management,97830.87,114283.06,-16452.190000000002
2026-05-05 12:00:00,Corporate Cash Management,107831.77,89683.6,18148.17
2026-05-05 13:00:00,Corporate Cash Management,65380.5,120778.72,-55398.22
2026-05-05 14:00:00,Corporate Cash Management,57939.25,78914.82,-20975.570000000007
2026-05-05 15:00:00,Corporate Cash Management,178690.5,224667.7,-45977.20000000001
2026-05-05 16:00:00,Corporate Cash Management,1400151.09,1263679.32,136471.77000000002
2026-05-05 17:00:00,Corporate Cash Management,4344598.07,2885192.86,1459405.2100000004
2026-05-05 18:00:00,Corporate Cash Management,2245852.43,1750418.44,495433.9900000002
2026-05-05 19:00:00,Corporate Cash Management,811074.03,2154685.81,-1343611.78
2026-05-05 20:00:00,Corporate Cash Management,336400.05,233902.86,102497.19
2026-05-05 21:00:00,Corporate Cash Management,86628.02,69067.61,17560.410000000003
2026-05-05 22:00:00,Corporate Cash Management,84858.61,97484.58,-12625.970000000001
2026-05-05 23:00:00,Corporate Cash Management,133940.01,100193.66,33746.350000000006
2026-05-06 00:00:00,Corporate Cash Management,128544.44,115386.87,13157.570000000007
2026-05-06 01:00:00,Corporate Cash Management,117462.12,113476.51,3985.6100000000006
2026-05-06 02:00:00,Corporate Cash Management,60626.48,85314.85,-24688.370000000003
2026-05-06 03:00:00,Corporate Cash Management,67896.58,58515.39,9381.190000000002
2026-05-06 04:00:00,Corporate Cash Management,123066.7,101003.02,22063.679999999993
2026-05-06 05:00:00,Corporate Cash Management,100692.57,59692.46,41000.11000000001
2026-05-06 06:00:00,Corporate Cash Management,76566.97,121951.18,-45384.20999999999
2026-05-06 07:00:00,Corporate Cash Management,85324.34,74934.93,10389.410000000003
2026-05-06 08:00:00,Corporate Cash Management,122774.07,105482.99,17291.08
2026-05-06 09:00:00,Corporate Cash Management,136251.45,76383.56,59867.890000000014
2026-05-06 10:00:00,Corporate Cash Management,92861.22,79583.02,13278.199999999997
2026-05-06 11:00:00,Corporate Cash Management,78325.25,73667.91,4657.3399999999965
2026-05-06 12:00:00,Corporate Cash Management,86811.16,107645.03,-20833.869999999995
2026-05-06 13:00:00,Corporate Cash Management,130281.89,77154.32,53127.56999999999
2026-05-06 14:00:00,Corporate Cash Management,138915.16,117017.47,21897.690000000002
2026-05-06 15:00:00,Corporate Cash Management,240610.22,191144.02,49466.20000000001
2026-05-06 16:00:00,Corporate Cash Management,963110.42,1004149.38,-41038.95999999996
2026-05-06 17:00:00,Corporate Cash Management,3708111.56,2761938.91,946172.6499999999
2026-05-06 18:00:00,Corporate Cash Management,4244260.75,2844812.33,1399448.42
2026-05-06 19:00:00,Corporate Cash Management,764455.42,844461.84,-80006.41999999993
2026-05-06 20:00:00,Corporate Cash Management,216265.47,264482.92,-48217.44999999998
2026-05-06 21:00:00,Corporate Cash Management,133215.72,90229.41,42986.31
2026-05-06 22:00:00,Corporate Cash Management,94855.26,103246.51,-8391.25
2026-05-06 23:00:00,Corporate Cash Management,82307.47,89636.41,-7328.940000000002
2026-05-07 00:00:00,Corporate Cash Management,97406.85,104211.57,-6804.720000000001
2026-05-07 01:00:00,Corporate Cash Management,102030.89,81204.79,20826.100000000006
2026-05-07 02:00:00,Corporate Cash Management,70167.84,73877.64,-3709.800000000003
2026-05-07 03:00:00,Corporate Cash Management,95135.13,100135.5,-5000.369999999995
2026-05-07 04:00:00,Corporate Cash Management,101944.94,79549.24,22395.699999999997
2026-05-07 05:00:00,Corporate Cash Management,82260.26,129606.93,-47346.67
2026-05-07 06:00:00,Corporate Cash Management,76533.42,91535.22,-15001.800000000003
2026-05-07 07:00:00,Corporate Cash Management,81298.5,63841.4,17457.1
2026-05-07 08:00:00,Corporate Cash Management,72957.08,77745.7,-4788.619999999995
2026-05-07 09:00:00,Corporate Cash Management,115037.09,70104.26,44932.83
2026-05-07 10:00:00,Corporate Cash Management,72725.31,117688.27,-44962.96000000001
2026-05-07 11:00:00,Corporate Cash Management,97500.78,109201.5,-11700.720000000001
2026-05-07 12:00:00,Corporate Cash Management,84695.18,88637.75,-3942.570000000007
2026-05-07 13:00:00,Corporate Cash Management,78053.0,96898.37,-18845.369999999995
2026-05-07 14:00:00,Corporate Cash Management,140584.95,94468.87,46116.080000000016
2026-05-07 15:00:00,Corporate Cash Management,221831.64,275042.4,-53210.76000000001
2026-05-07 16:00:00,Corporate Cash Management,930005.59,1211613.89,-281608.29999999993
2026-05-07 17:00:00,Corporate Cash Management,2336261.14,3261005.64,-924744.5
2026-05-07 18:00:00,Corporate Cash Management,3078977.94,2609295.35,469682.58999999985
2026-05-07 19:00:00,Corporate Cash Management,1351793.38,908559.78,443233.59999999986
2026-05-07 20:00:00,Corporate Cash Management,314915.17,261933.47,52981.69999999998
2026-05-07 21:00:00,Corporate Cash Management,95685.42,142312.49,-46627.06999999999
2026-05-07 22:00:00,Corporate Cash Management,87970.48,118824.41,-30853.930000000008
2026-05-07 23:00:00,Corporate Cash Management,96095.94,133651.19,-37555.25
2026-05-08 00:00:00,Corporate Cash Management,96967.96,93720.56,3247.4000000000087
2026-05-08 01:00:00,Corporate Cash Management,76675.74,70619.89,6055.850000000006
2026-05-08 02:00:00,Corporate Cash Management,134048.61,72205.26,61843.34999999999
2026-05-08 03:00:00,Corporate Cash Management,93518.09,127065.43,-33547.34
2026-05-08 04:00:00,Corporate Cash Management,106302.04,56504.7,49797.34
2026-05-08 05:00:00,Corporate Cash Management,103411.19,131105.04,-27693.850000000006
2026-05-08 06:00:00,Corporate Cash Management,102882.0,73913.91,28968.089999999997
2026-05-08 07:00:00,Corporate Cash Management,72354.33,145570.01,-73215.68000000001
2026-05-08 08:00:00,Corporate Cash Management,92851.31,88425.4,4425.9100000000035
2026-05-08 09:00:00,Corporate Cash Management,164479.44,107818.84,56660.600000000006
2026-05-08 10:00:00,Corporate Cash Management,138295.36,163378.77,-25083.410000000003
2026-05-08 11:00:00,Corporate Cash Management,96723.02,82869.97,13853.050000000003
2026-05-08 12:00:00,Corporate Cash Management,84850.63,82523.69,2326.9400000000023
2026-05-08 13:00:00,Corporate Cash Management,53489.71,75749.7,-22259.989999999998
2026-05-08 14:00:00,Corporate Cash Management,88115.28,75169.41,12945.869999999995
2026-05-08 15:00:00,Corporate Cash Management,224754.75,204254.89,20499.859999999986
2026-05-08 16:00:00,Corporate Cash Management,1015576.12,926153.9,89422.21999999997
2026-05-08 17:00:00,Corporate Cash Management,2658895.79,2002662.33,656233.46
2026-05-08 18:00:00,Corporate Cash Management,3305009.54,2597167.49,707842.0499999998
2026-05-08 19:00:00,Corporate Cash Management,856155.08,1190581.68,-334426.6
2026-05-08 20:00:00,Corporate Cash Management,245372.51,177300.92,68071.59
2026-05-08 21:00:00,Corporate Cash Management,97068.34,92719.4,4348.940000000002
2026-05-08 22:00:00,Corporate Cash Management,74690.9,128094.77,-53403.87000000001
2026-05-08 23:00:00,Corporate Cash Management,141335.24,63113.58,78221.65999999999
2026-05-09 00:00:00,Corporate Cash Management,2242.36,2917.43,-675.0699999999997
2026-05-09 01:00:00,Corporate Cash Management,1528.03,1520.87,7.160000000000082
2026-05-09 02:00:00,Corporate Cash Management,2116.77,1892.72,224.04999999999995
2026-05-09 03:00:00,Corporate Cash Management,1314.18,2478.31,-1164.1299999999999
2026-05-09 04:00:00,Corporate Cash Management,1575.71,2674.79,-1099.08
2026-05-09 05:00:00,Corporate Cash Management,2592.1,2024.34,567.76
2026-05-09 06:00:00,Corporate Cash Management,2030.85,1513.1,517.75
2026-05-09 07:00:00,Corporate Cash Management,1990.48,1480.06,510.4200000000001
2026-05-09 08:00:00,Corporate Cash Management,2380.52,1559.03,821.49
2026-05-09 09:00:00,Corporate Cash Management,2167.11,2886.66,-719.5499999999997
2026-05-09 10:00:00,Corporate Cash Management,1740.31,1635.58,104.73000000000002
2026-05-09 11:00:00,Corporate Cash Management,2350.62,1951.69,398.92999999999984
2026-05-09 12:00:00,Corporate Cash Management,1219.38,1386.6,-167.2199999999998
2026-05-09 13:00:00,Corporate Cash Management,1576.24,1349.91,226.32999999999993
2026-05-09 14:00:00,Corporate Cash Management,1947.84,1944.03,3.8099999999999454
2026-05-09 15:00:00,Corporate Cash Management,5256.81,4090.29,1166.5200000000004
2026-05-09 16:00:00,Corporate Cash Management,20272.55,19981.39,291.15999999999985
2026-05-09 17:00:00,Corporate Cash Management,36217.72,37826.37,-1608.6500000000015
2026-05-09 18:00:00,Corporate Cash Management,34968.38,53753.14,-18784.760000000002
2026-05-09 19:00:00,Corporate Cash Management,21617.31,31344.7,-9727.39
2026-05-09 20:00:00,Corporate Cash Management,4067.98,3584.22,483.7600000000002
2026-05-09 21:00:00,Corporate Cash Management,1589.57,2417.0,-827.4300000000001
2026-05-09 22:00:00,Corporate Cash Management,1422.75,758.08,664.67
2026-05-09 23:00:00,Corporate Cash Management,1923.28,1472.86,450.4200000000001
2026-05-10 00:00:00,Corporate Cash Management,2575.75,1116.49,1459.26
2026-05-10 01:00:00,Corporate Cash Management,1923.3,2451.84,-528.5400000000002
2026-05-10 02:00:00,Corporate Cash Management,2584.36,2242.25,342.1100000000001
2026-05-10 03:00:00,Corporate Cash Management,1693.98,1389.86,304.1200000000001
2026-05-10 04:00:00,Corporate Cash Management,2078.06,1935.0,143.05999999999995
2026-05-10 05:00:00,Corporate Cash Management,2608.01,2430.78,177.23000000000002
2026-05-10 06:00:00,Corporate Cash Management,1788.02,2527.13,-739.1100000000001
2026-05-10 07:00:00,Corporate Cash Management,1872.12,1626.35,245.76999999999998
2026-05-10 08:00:00,Corporate Cash Management,1693.77,1036.21,657.56
2026-05-10 09:00:00,Corporate Cash Management,2156.97,1437.85,719.1199999999999
2026-05-10 10:00:00,Corporate Cash Management,2330.64,2180.0,150.63999999999987
2026-05-10 11:00:00,Corporate Cash Management,2030.73,3041.98,-1011.25
2026-05-10 12:00:00,Corporate Cash Management,1756.33,1775.73,-19.40000000000009
2026-05-10 13:00:00,Corporate Cash Management,1280.15,1548.7,-268.54999999999995
2026-05-10 14:00:00,Corporate Cash Management,1971.61,3518.4,-1546.7900000000002
2026-05-10 15:00:00,Corporate Cash Management,4369.3,4909.81,-540.5100000000002
2026-05-10 16:00:00,Corporate Cash Management,23324.78,15654.93,7669.8499999999985
2026-05-10 17:00:00,Corporate Cash Management,58251.03,53146.22,5104.809999999998
2026-05-10 18:00:00,Corporate Cash Management,83819.51,70298.88,13520.62999999999
2026-05-10 19:00:00,Corporate Cash Management,18474.94,20908.05,-2433.1100000000006
2026-05-10 20:00:00,Corporate Cash Management,3091.87,5410.77,-2318.9000000000005
2026-05-10 21:00:00,Corporate Cash Management,1499.79,1292.94,206.8499999999999
2026-05-10 22:00:00,Corporate Cash Management,1589.64,1259.33,330.3100000000002
2026-05-10 23:00:00,Corporate Cash Management,2437.78,1497.93,939.8500000000001
2026-05-11 00:00:00,Corporate Cash Management,67241.38,83869.44,-16628.059999999998
2026-05-11 01:00:00,Corporate Cash Management,69522.4,97836.42,-28314.020000000004
2026-05-11 02:00:00,Corporate Cash Management,103138.84,105530.47,-2391.6300000000047
2026-05-11 03:00:00,Corporate Cash Management,114999.3,166723.73,-51724.43000000001
2026-05-11 04:00:00,Corporate Cash Management,63135.92,74826.38,-11690.460000000006
2026-05-11 05:00:00,Corporate Cash Management,59715.15,83205.41,-23490.260000000002
2026-05-11 06:00:00,Corporate Cash Management,76398.67,75350.15,1048.520000000004
2026-05-11 07:00:00,Corporate Cash Management,109611.25,117878.77,-8267.520000000004
2026-05-11 08:00:00,Corporate Cash Management,96390.36,119497.72,-23107.36
2026-05-11 09:00:00,Corporate Cash Management,77100.21,80470.91,-3370.699999999997
2026-05-11 10:00:00,Corporate Cash Management,111883.38,150843.99,-38960.609999999986
2026-05-11 11:00:00,Corporate Cash Management,95935.48,75383.24,20552.23999999999
2026-05-11 12:00:00,Corporate Cash Management,90532.56,116430.92,-25898.36
2026-05-11 13:00:00,Corporate Cash Management,62199.49,129641.76,-67442.26999999999
2026-05-11 14:00:00,Corporate Cash Management,82298.29,283777.93,-201479.64
2026-05-11 15:00:00,Corporate Cash Management,373846.95,256270.32,117576.63
2026-05-11 16:00:00,Corporate Cash Management,1010769.47,538339.35,472430.12
2026-05-11 17:00:00,Corporate Cash Management,2226950.41,3363879.06,-1136928.65
2026-05-11 18:00:00,Corporate Cash Management,2570932.52,2078487.04,492445.48
2026-05-11 19:00:00,Corporate Cash Management,1132645.81,1226129.87,-93484.06000000006
2026-05-11 20:00:00,Corporate Cash Management,285845.25,267888.79,17956.46000000002
2026-05-11 21:00:00,Corporate Cash Management,116541.95,127769.11,-11227.160000000003
2026-05-11 22:00:00,Corporate Cash Management,78632.5,112583.83,-33951.33
2026-05-11 23:00:00,Corporate Cash Management,127804.62,91267.29,36537.33
2026-05-12 00:00:00,Corporate Cash Management,114008.34,81833.81,32174.53
2026-05-12 01:00:00,Corporate Cash Management,83205.72,88341.71,-5135.990000000005
2026-05-12 02:00:00,Corporate Cash Management,90066.65,68088.57,21978.079999999987
2026-05-12 03:00:00,Corporate Cash Management,108068.66,85360.86,22707.800000000003
2026-05-12 04:00:00,Corporate Cash Management,121665.49,256288.22,-134622.72999999998
2026-05-12 05:00:00,Corporate Cash Management,63620.3,73903.12,-10282.819999999992
2026-05-12 06:00:00,Corporate Cash Management,94652.47,58236.45,36416.020000000004
2026-05-12 07:00:00,Corporate Cash Management,92279.16,65403.49,26875.670000000006
2026-05-12 08:00:00,Corporate Cash Management,80635.66,244699.82,-164064.16
2026-05-12 09:00:00,Corporate Cash Management,80531.56,83332.6,-2801.040000000008
2026-05-12 10:00:00,Corporate Cash Management,121048.78,98487.96,22560.819999999992
2026-05-12 11:00:00,Corporate Cash Management,106300.4,46024.24,60276.159999999996
2026-05-12 12:00:00,Corporate Cash Management,157475.07,95487.69,61987.380000000005
2026-05-12 13:00:00,Corporate Cash Management,80760.33,87402.66,-6642.330000000002
2026-05-12 14:00:00,Corporate Cash Management,103261.4,71952.15,31309.25
2026-05-12 15:00:00,Corporate Cash Management,247655.74,199143.06,48512.67999999999
2026-05-12 16:00:00,Corporate Cash Management,1375484.72,1383610.51,-8125.790000000037
2026-05-12 17:00:00,Corporate Cash Management,3972655.29,2145761.36,1826893.9300000002
2026-05-12 18:00:00,Corporate Cash Management,2895721.85,2791989.63,103732.2200000002
2026-05-12 19:00:00,Corporate Cash Management,836182.26,1160260.25,-324077.99
2026-05-12 20:00:00,Corporate Cash Management,191884.77,180597.89,11286.879999999976
2026-05-12 21:00:00,Corporate Cash Management,103405.89,124245.31,-20839.42
2026-05-12 22:00:00,Corporate Cash Management,123300.51,99693.9,23606.61
2026-05-12 23:00:00,Corporate Cash Management,64780.65,84507.55,-19726.9
2026-05-13 00:00:00,Corporate Cash Management,69414.71,162490.54,-93075.83
2026-05-13 01:00:00,Corporate Cash Management,112380.21,115926.26,-3546.0499999999884
2026-05-13 02:00:00,Corporate Cash Management,67302.18,59043.2,8258.979999999996
2026-05-13 03:00:00,Corporate Cash Management,70199.68,81656.41,-11456.73000000001
2026-05-13 04:00:00,Corporate Cash Management,123560.86,166745.77,-43184.90999999999
2026-05-13 05:00:00,Corporate Cash Management,87994.04,70405.0,17589.039999999994
2026-05-13 06:00:00,Corporate Cash Management,86327.35,91504.95,-5177.599999999991
2026-05-13 07:00:00,Corporate Cash Management,130931.32,122432.27,8499.050000000003
2026-05-13 08:00:00,Corporate Cash Management,71297.08,105941.82,-34644.740000000005
2026-05-13 09:00:00,Corporate Cash Management,67802.79,109829.26,-42026.47
2026-05-13 10:00:00,Corporate Cash Management,139756.64,108224.47,31532.170000000013
2026-05-13 11:00:00,Corporate Cash Management,98586.08,90573.16,8012.919999999998
2026-05-13 12:00:00,Corporate Cash Management,110226.21,73828.15,36398.06000000001
2026-05-13 13:00:00,Corporate Cash Management,86156.3,100467.61,-14311.309999999998
2026-05-13 14:00:00,Corporate Cash Management,97157.21,87312.71,9844.5
2026-05-13 15:00:00,Corporate Cash Management,192226.27,196662.09,-4435.820000000007
2026-05-13 16:00:00,Corporate Cash Management,1190430.71,1541280.13,-350849.4199999999
2026-05-13 17:00:00,Corporate Cash Management,3482236.49,2488780.18,993456.31
2026-05-13 18:00:00,Corporate Cash Management,2970787.3,4193661.85,-1222874.5500000003
2026-05-13 19:00:00,Corporate Cash Management,1433346.42,1134494.23,298852.18999999994
2026-05-13 20:00:00,Corporate Cash Management,270484.15,213158.89,57325.26000000001
2026-05-13 21:00:00,Corporate Cash Management,76774.26,61301.22,15473.039999999994
2026-05-13 22:00:00,Corporate Cash Management,89814.65,153102.59,-63287.94
2026-05-13 23:00:00,Corporate Cash Management,83138.66,89866.59,-6727.929999999993
2026-05-14 00:00:00,Corporate Cash Management,112275.76,51014.75,61261.009999999995
